misspelling,correct,predicted,top1,top5,rr,edit_dist
volgor,vulgar,color,0,1,0.25,2
bloger,vulgar,longer,0,0,0.0,4
boulder,vulgar,boulder,0,0,0.0,4
bowlder,vulgar,border,0,0,0.0,5
bulgar,vulgar,bulgar,0,0,0.0,1
falgar,vulgar,altar,0,1,0.5,2
fulgur,vulgar,fulgur,0,0,0.0,2
juglar,vulgar,sugar,0,1,0.2,2
rologer,vulgar,roger,0,0,0.0,4
valgar,vulgar,vulgar,1,1,1.0,1
valger,vulgar,value,0,0,0.0,2
valgor,vulgar,valor,0,0,0.0,2
valguar,vulgar,jaguar,0,1,0.3333333333333333,2
valgue,vulgar,value,0,0,0.0,3
valguor,vulgar,valour,0,1,0.2,3
valgur,vulgar,value,0,0,0.0,2
valgure,vulgar,value,0,0,0.0,3
valvar,vulgar,altar,0,0,0.0,2
vaulgar,vulgar,vulgar,1,1,1.0,1
vaulger,vulgar,vaulter,0,1,0.5,2
vaulgur,vulgar,valour,0,1,0.5,2
velgary,vulgar,vulgar,1,1,1.0,2
vogular,vulgar,regular,0,0,0.0,3
volager,vulgar,volcker,0,0,0.0,3
volga,vulgar,volga,0,0,0.0,2
volgar,vulgar,dollar,0,1,0.5,1
volger,vulgar,longer,0,0,0.0,2
volgor,vulgar,color,0,1,0.25,2
volgur,vulgar,volume,0,1,0.2,2
vollgar,vulgar,dollar,0,1,0.5,2
volugar,vulgar,vulgar,1,1,1.0,2
volugard,vulgar,vulgar,1,1,1.0,3
voulager,vulgar,volcker,0,0,0.0,3
voulgar,vulgar,vulgar,1,1,1.0,1
voulger,vulgar,younger,0,1,0.3333333333333333,2
vulerunable,vulgar,vulnerable,0,0,0.0,5
vulga,vulgar,vulgar,1,1,1.0,1
vulgare,vulgar,vulgare,0,0,0.0,1
vulger,vulgar,vulgar,1,1,1.0,1
vulgor,vulgar,vulgar,1,1,1.0,1
vulguar,vulgar,vulgar,1,1,1.0,1
vulgur,vulgar,vulgar,1,1,1.0,1
vulgure,vulgar,vulture,0,1,0.5,2
vullgar,vulgar,vulgar,1,1,1.0,1
vunger,vulgar,under,0,0,0.0,2
waggin,wagging,waggin,0,0,0.0,1
wagish,waggish,waggish,1,1,1.0,1
wagen,waggon,when,0,0,0.0,2
wugom,waggon,whom,0,0,0.0,3
wast,waist,wast,0,0,0.0,1
waste,waist,waste,0,0,0.0,2
want,wait,want,0,0,0.0,1
wate,wait,was,0,0,0.0,2
wated,waited,water,0,1,0.3333333333333333,1
waitng,waiting,waiting,1,1,1.0,1
wati,waiting,was,0,0,0.0,3
wating,waiting,waiting,1,1,1.0,1
watting,waiting,waiting,1,1,1.0,1
waiteriest,waitress,waters,0,1,0.3333333333333333,3
waek,wake,was,0,0,0.0,1
wake,walk,wake,0,0,0.0,2
wok,walk,to,0,0,0.0,2
work,walk,work,0,0,0.0,2
waiked,walked,walked,1,1,1.0,1
wake,walked,wake,0,0,0.0,2
waked,walked,waked,0,0,0.0,1
walk,walked,walk,0,0,0.0,2
walk't,walked,walk,0,1,0.5,2
walket,walked,walked,1,1,1.0,1
walkt,walked,walkt,0,0,0.0,2
warkd,walked,war,0,0,0.0,2
warkt,walked,war,0,0,0.0,3
warkte,walked,market,0,0,0.0,3
wart,walked,wart,0,0,0.0,4
whorter,walked,shorter,0,0,0.0,5
wllot,walked,will,0,0,0.0,4
wokt,walked,not,0,0,0.0,4
worked,walked,worked,0,0,0.0,2
workt,walked,work,0,0,0.0,4
wort,walked,wort,0,0,0.0,5
wucde,walked,would,0,0,0.0,4
wurtt,walked,worth,0,0,0.0,5
walky-talky,walkie-talkie,walkie-talkie,1,1,1.0,4
alkeig,walking,walked,0,1,0.25,3
marcing,walking,making,0,0,0.0,3
wacing,walking,saying,0,0,0.0,2
wacking,walking,walking,1,1,1.0,1
waild,walking,said,0,0,0.0,4
wakeing,walking,waking,0,1,0.25,2
waking,walking,waking,0,0,0.0,1
wakking,walking,walking,1,1,1.0,1
wakn,walking,was,0,0,0.0,3
wallking,walking,walking,1,1,1.0,1
wank,walking,and,0,0,0.0,4
wark,walking,wark,0,0,0.0,4
warking,walking,working,0,1,0.5,1
waulking,walking,walking,1,1,1.0,1
week,walking,week,0,0,0.0,5
wilk,walking,wilk,0,0,0.0,4
wilking,walking,walking,1,1,1.0,1
woing,walking,going,0,0,0.0,3
wokin,walking,woman,0,0,0.0,3
woking,walking,king,0,0,0.0,2
wokking,walking,working,0,1,0.3333333333333333,2
wolking,walking,working,0,1,0.5,1
wolling,walking,willing,0,0,0.0,2
wolwing,walking,working,0,1,0.25,2
working,walking,working,0,0,0.0,2
wound,walking,wound,0,0,0.0,5
walk,walks,walk,0,0,0.0,1
woll,wall,will,0,1,0.2,1
wonder,wander,wonder,0,0,0.0,1
wants,want,wants,0,0,0.0,1
went,want,went,0,0,0.0,1
wernt,want,went,0,1,0.2,2
whant,want,what,0,1,0.3333333333333333,1
what,want,what,0,0,0.0,2
whont,want,who,0,0,0.0,2
won't,want,went,0,1,0.25,2
had,wanted,had,0,0,0.0,4
pretented,wanted,presented,0,0,0.0,5
wald,wanted,and,0,0,0.0,3
wan,wanted,wan,0,0,0.0,3
want,wanted,want,0,0,0.0,2
wantend,wanted,wanted,1,1,1.0,1
wantid,wanted,wanted,1,1,1.0,1
wat,wanted,wat,0,0,0.0,3
watied,wanted,waited,0,1,0.3333333333333333,2
waunt,wanted,want,0,0,0.0,3
wend,wanted,wend,0,0,0.0,3
whated,wanted,what,0,0,0.0,2
whatted,wanted,wanted,1,1,1.0,2
whented,wanted,wanted,1,1,1.0,2
woinr,wanted,going,0,0,0.0,5
wonded,wanted,wonder,0,0,0.0,2
wont,wanted,wont,0,0,0.0,3
wonted,wanted,wonted,0,0,0.0,1
wontid,wanted,wanted,1,1,1.0,2
wotis,wanted,this,0,0,0.0,4
woulded,wanted,would,0,0,0.0,4
wouted,wanted,would,0,1,0.5,2
wans,wants,was,0,0,0.0,1
wantes,wants,wanted,0,1,0.5,1
wor,war,wor,0,0,0.0,1
worm,warm,worm,0,0,0.0,1
warent,warrant,went,0,1,0.2,2
warrent,warrant,current,0,1,0.5,1
weary,wary,weary,0,0,0.0,1
his,was,his,0,0,0.0,2
saw,was,saw,0,0,0.0,2
some,was,some,0,0,0.0,4
uas,was,was,1,1,1.0,1
wan,was,wan,0,0,0.0,1
wase,was,wase,0,0,0.0,1
wass,was,was,1,1,1.0,1
way,was,way,0,0,0.0,1
we,was,we,0,0,0.0,2
widd,was,with,0,0,0.0,3
wos,was,was,1,1,1.0,1
wus,was,wus,0,0,0.0,1
wach,wash,was,0,0,0.0,1
washawoman,washerwoman,washerwoman,1,1,1.0,2
waching,washing,watching,0,1,0.5,1
wasen't,wasn't,wasn't,1,1,1.0,1
waist,waste,waist,0,0,0.0,2
wate,waste,was,0,0,0.0,1
wach,watch,was,0,0,0.0,1
wacth,watch,with,0,1,0.5,1
whatch,watch,what,0,1,0.3333333333333333,1
whotch,watch,which,0,1,0.5,2
woch,watch,which,0,0,0.0,2
wached,watched,watched,1,1,1.0,1
watch,watched,watch,0,0,0.0,2
waching,watching,watching,1,1,1.0,1
wather,water,wather,0,0,0.0,1
watter,water,water,1,1,1.0,1
weter,water,water,1,1,1.0,1
water_colours,watercolours,watercolours,1,1,1.0,1
water_works,waterworks,waterworks,1,1,1.0,1
uay,way,may,0,1,0.2,1
wa,way,wa,0,0,0.0,1
wye,way,wye,0,0,0.0,2
was,ways,was,0,0,0.0,1
way,ways,way,0,0,0.0,1
be,we,be,0,0,0.0,1
wee,we,wee,0,0,0.0,1
weed,we,weed,0,0,0.0,2
wen,we,wen,0,0,0.0,1
were,we,were,0,0,0.0,2
wey,we,wey,0,0,0.0,1
when,we,when,0,0,0.0,2
wot,we,wot,0,0,0.0,2
you,we,you,0,0,0.0,3
we'el,we'll,were,0,1,0.2,1
where,we're,where,0,0,0.0,2
week,weak,week,0,0,0.0,1
wealh,wealth,well,0,1,0.3333333333333333,1
welth,wealth,with,0,1,0.25,1
welthy,wealthy,wealthy,1,1,1.0,1
wepons,weapons,weapons,1,1,1.0,1
wair,wear,was,0,0,0.0,2
war,wear,war,0,0,0.0,1
ware,wear,ware,0,0,0.0,2
weare,wear,weare,0,0,0.0,1
were,wear,were,0,0,0.0,2
where,wear,where,0,0,0.0,3
wa,wearing,wa,0,0,0.0,5
weary,wearing,weary,0,0,0.0,3
whering,wearing,hearing,0,1,0.25,2
wery,weary,wery,0,0,0.0,1
weazles,weasels,whales,0,1,0.5,2
wether,weather,wether,0,0,0.0,1
whether,weather,whether,0,0,0.0,2
whetter,weather,whetter,0,0,0.0,3
weeve,weave,were,0,0,0.0,1
weve,weave,weve,0,0,0.0,1
weding,wedding,being,0,1,0.5,1
wedensday,wednesday,wednesday,1,1,1.0,1
wensday,wednesday,wednesday,1,1,1.0,2
wead,weed,had,0,0,0.0,1
wed,weed,wed,0,0,0.0,1
weede,weed,weede,0,0,0.0,1
weedey,weedy,weedy,1,1,1.0,1
weak,week,weak,0,0,0.0,1
wek,week,we,0,1,0.5,1
weak's,week's,weak,0,1,0.5,1
weaks,week's,was,0,0,0.0,2
week,week's,week,0,0,0.0,2
weeks,week's,weeks,0,0,0.0,1
weeks',week's,weeks,0,1,0.25,1
weks,week's,weks,0,0,0.0,2
wig's,week's,wings,0,0,0.0,3
weakly,weekly,weakly,0,0,0.0,1
week,weeks,week,0,0,0.0,1
wiegh,weigh,with,0,0,0.0,1
weighted,weighed,weighted,0,0,0.0,1
wieghed,weighed,weighed,1,1,1.0,1
weght,weight,weight,1,1,1.0,1
weigth,weight,with,0,1,0.5,1
wieght,weight,might,0,1,0.5,1
wagted,weighted,wanted,0,0,0.0,3
weigths,weights,weights,1,1,1.0,1
werd,weird,were,0,0,0.0,1
wierd,weird,were,0,0,0.0,1
wellcome,welcome,wellcome,0,0,0.0,1
wall,well,wall,0,0,0.0,1
will,well,will,0,0,0.0,1
well_built,well-built,well-built,1,1,1.0,1
well_educated,well-educated,well-educated,1,1,1.0,1
well_off,well-off,well-off,1,1,1.0,1
well_paid,well-paid,well-paid,1,1,1.0,1
well_suited,well-suited,well-suited,1,1,1.0,1
will,well_as,will,0,0,0.0,4
well-illustrated,well_illustrated,well_illustrated,1,1,1.0,1
want,went,want,0,0,0.0,1
wen,went,wen,0,0,0.0,1
wen't,went,went,1,1,1.0,1
wend,went,wend,0,0,0.0,1
when,went,when,0,0,0.0,2
whent,went,when,0,1,0.5,1
wot,went,wot,0,0,0.0,2
here,were,here,0,0,0.0,1
waer,were,waer,0,0,0.0,2
wain,were,wain,0,0,0.0,3
war,were,war,0,0,0.0,2
was,were,was,0,0,0.0,3
we,were,we,0,0,0.0,2
wear,were,wear,0,0,0.0,2
weer,were,were,1,1,1.0,1
went,were,went,0,0,0.0,2
wer,were,wer,0,0,0.0,1
werh,were,were,1,1,1.0,1
wey,were,wey,0,0,0.0,2
wher,were,wher,0,0,0.0,2
where,were,where,0,0,0.0,1
whey,were,whey,0,0,0.0,3
whir,were,whir,0,0,0.0,3
why,were,why,0,0,0.0,3
wont,were,wont,0,0,0.0,3
wore,were,wore,0,0,0.0,1
wre,were,the,0,1,0.3333333333333333,1
wree,were,were,1,1,1.0,1
wur,were,wur,0,0,0.0,2
yer,were,yer,0,0,0.0,2
were'nt,weren't,weren't,1,1,1.0,1
werent,weren't,werent,0,0,0.0,1
wast,west,wast,0,0,0.0,1
westen,western,western,1,1,1.0,1
wait,what,wait,0,0,0.0,2
want,what,want,0,0,0.0,2
wat,what,wat,0,0,0.0,1
wate,what,was,0,0,0.0,2
weot,what,not,0,0,0.0,2
wete,what,were,0,0,0.0,3
whia,what,which,0,1,0.25,2
who,what,who,0,0,0.0,2
whot,what,who,0,1,0.5,1
wich,what,with,0,0,0.0,3
with,what,with,0,0,0.0,3
woat,what,what,1,1,1.0,1
woht,what,with,0,1,0.3333333333333333,2
woot,what,not,0,1,0.3333333333333333,2
wot,what,wot,0,0,0.0,2
wote,what,wote,0,0,0.0,3
watever,whatever,whatever,1,1,1.0,1
what_ever,whatever,whatever,1,1,1.0,1
weat,wheat,what,0,0,0.0,1
weel,wheel,weel,0,0,0.0,1
wheel_chair,wheelchair,wheelchair,1,1,1.0,1
wheel_barrow,wheelbarrow,wheelbarrow,1,1,1.0,1
wane,when,wane,0,0,0.0,2
want,when,want,0,0,0.0,3
we,when,we,0,0,0.0,2
wen,when,wen,0,0,0.0,1
wene,when,wene,0,0,0.0,2
went,when,went,0,0,0.0,2
wern,when,wern,0,0,0.0,2
weten,when,were,0,1,0.5,2
whan,when,whan,0,0,0.0,1
wheh,when,the,0,1,0.5,1
whene,when,when,1,1,1.0,1
where,when,where,0,0,0.0,2
whern,when,when,1,1,1.0,1
whet,when,whet,0,0,0.0,1
whn,when,the,0,1,0.5,1
wian,when,in,0,0,0.0,2
will,when,will,0,0,0.0,3
wine,when,wine,0,0,0.0,2
when_ever,whenever,whenever,1,1,1.0,1
gaing,where,going,0,0,0.0,5
hwere,where,were,0,1,0.3333333333333333,1
ther,where,ther,0,0,0.0,2
there,where,there,0,0,0.0,1
war,where,war,0,0,0.0,3
ware,where,ware,0,0,0.0,2
wart,where,wart,0,0,0.0,3
we,where,we,0,0,0.0,3
wear,where,wear,0,0,0.0,3
wee,where,wee,0,0,0.0,2
wer,where,wer,0,0,0.0,2
were,where,were,0,0,0.0,1
werre,where,were,0,1,0.5,2
wet,where,wet,0,0,0.0,3
wher,where,wher,0,0,0.0,1
whrer,where,her,0,1,0.25,2
wir,where,wir,0,0,0.0,3
with,where,with,0,0,0.0,4
wuy,where,was,0,0,0.0,4
wheras,whereas,where,0,1,0.5,1
were,whereby,were,0,0,0.0,3
wherby,whereby,where,0,1,0.5,1
wereever,wherever,wherever,1,1,1.0,2
whereever,wherever,whereever,0,0,0.0,1
weather,whether,weather,0,0,0.0,2
wether,whether,wether,0,0,0.0,1
wheather,whether,whether,1,1,1.0,1
whetherr,whether,whether,1,1,1.0,1
weich,which,which,1,1,1.0,1
wgich,which,which,1,1,1.0,1
whch,which,which,1,1,1.0,1
whic,which,which,1,1,1.0,1
whih,which,whih,0,0,0.0,1
whihc,which,which,1,1,1.0,1
whitch,which,which,1,1,1.0,1
wich,which,with,0,1,0.5,1
wiche,which,with,0,1,0.5,2
wick,which,wick,0,0,0.0,2
wicth,which,with,0,1,0.5,2
witch,which,witch,0,0,0.0,2
with,which,with,0,0,0.0,2
withe,which,withe,0,0,0.0,3
wo,which,wo,0,0,0.0,4
wift,whiff,with,0,0,0.0,2
wile,while,wile,0,0,0.0,1
wilh,while,will,0,0,0.0,2
will,while,will,0,0,0.0,2
wip,whip,wip,0,0,0.0,1
wisper,whisper,whisper,1,1,1.0,1
whisle,whistle,while,0,0,0.0,1
wisal,whistle,will,0,0,0.0,3
wisel,whistle,will,0,0,0.0,3
wishle,whistle,wish,0,0,0.0,2
wishte,whistle,wish,0,0,0.0,3
wistle,whistle,little,0,1,0.5,1
shisterling,whistling,sister,0,0,0.0,3
shning,whistling,shining,0,0,0.0,5
swiling,whistling,smiling,0,0,0.0,4
warcing,whistling,warning,0,0,0.0,5
was_fill,whistling,wastfull,0,0,0.0,6
welleings,whistling,dwellings,0,0,0.0,6
welt,whistling,welt,0,0,0.0,5
werting,whistling,meeting,0,0,0.0,4
wesle,whistling,were,0,0,0.0,4
west,whistling,west,0,0,0.0,5
whil,whistling,whil,0,0,0.0,5
whilsty,whistling,whilst,0,0,0.0,5
whirling,whistling,whirling,0,0,0.0,2
whisherling,whistling,whispering,0,0,0.0,3
whising,whistling,rising,0,1,0.25,2
whisle,whistling,while,0,0,0.0,4
whisling,whistling,whistling,1,1,1.0,1
whislling,whistling,whistling,1,1,1.0,1
whislng,whistling,whistling,1,1,1.0,2
whislting,whistling,whistling,1,1,1.0,1
whissling,whistling,whistling,1,1,1.0,1
whisteing,whistling,whistling,1,1,1.0,1
whisteling,whistling,whistling,1,1,1.0,1
whisterling,whistling,whistling,1,1,1.0,2
whisthing,whistling,whistling,1,1,1.0,1
whistiling,whistling,whistling,1,1,1.0,1
whisting,whistling,whistling,1,1,1.0,1
whistleing,whistling,whistling,1,1,1.0,1
whiting,whistling,whiting,0,0,0.0,2
whitsling,whistling,whistling,1,1,1.0,1
whizzing,whistling,whizzing,0,0,0.0,3
wind,whistling,wind,0,0,0.0,5
wing,whistling,wing,0,0,0.0,5
wisaling,whistling,willing,0,1,0.2,2
wiserling,whistling,sterling,0,0,0.0,3
wising,whistling,rising,0,0,0.0,3
wisling,whistling,willing,0,0,0.0,2
wisll,whistling,will,0,0,0.0,4
wisln,whistling,will,0,0,0.0,4
wissling,whistling,willing,0,1,0.2,2
wisting,whistling,wishing,0,0,0.0,2
wistling,whistling,whistling,1,1,1.0,1
wistting,whistling,sitting,0,0,0.0,2
yesing,whistling,being,0,0,0.0,5
wite,white,wite,0,0,0.0,1
wittes,whites,written,0,0,0.0,2
white-wash,whitewash,whitewash,1,1,1.0,1
dae,who,dae,0,0,0.0,3
heo,who,he,0,0,0.0,2
her,who,her,0,0,0.0,3
ho,who,ho,0,0,0.0,1
hole,who,hole,0,0,0.0,3
hon,who,hon,0,0,0.0,2
hoo,who,hoo,0,0,0.0,2
hoor,who,for,0,0,0.0,3
hoow,who,how,0,0,0.0,3
hor,who,hor,0,0,0.0,2
hot,who,hot,0,0,0.0,2
hou,who,you,0,0,0.0,2
hour,who,hour,0,0,0.0,3
how,who,how,0,0,0.0,2
hu,who,hu,0,0,0.0,2
hwo,who,two,0,0,0.0,1
ohw,who,the,0,0,0.0,2
onelhelh,who,onelhelh,0,0,0.0,5
ot,who,ot,0,0,0.0,3
our,who,our,0,0,0.0,3
ow,who,ow,0,0,0.0,3
owe,who,owe,0,0,0.0,3
roow,who,room,0,0,0.0,3
thow,who,thow,0,0,0.0,2
want,who,want,0,0,0.0,3
whoe,who,whoe,0,0,0.0,1
whow,who,who,1,1,1.0,1
whoy,who,who,1,1,1.0,1
why,who,why,0,0,0.0,1
wo,who,wo,0,0,0.0,1
woh,who,to,0,1,0.25,1
woth,who,with,0,0,0.0,3
wow,who,wow,0,0,0.0,2
who_ever,whoever,whoever,1,1,1.0,1
hole,whole,hole,0,0,0.0,1
holesale,wholesale,wholesale,1,1,1.0,1
wholsale,wholesale,wholesale,1,1,1.0,1
holesome,wholesome,wholesome,1,1,1.0,1
wholsome,wholesome,wholsome,0,0,0.0,1
holy,wholly,holy,0,0,0.0,2
wholy,wholly,whole,0,1,0.25,1
whome,whom,whom,1,1,1.0,1
hose,whose,hose,0,0,0.0,1
hows,whose,hows,0,0,0.0,3
who's,whose,who,0,1,0.2,2
whos,whose,who,0,1,0.3333333333333333,1
way,why,way,0,0,0.0,1
wiy,why,with,0,0,0.0,1
wy,why,wy,0,0,0.0,1
yoy,why,yoy,0,0,0.0,2
wa,wide,wa,0,0,0.0,3
wid,wide,wid,0,0,0.0,1
widly,widely,will,0,1,0.5,1
widesread,widespread,widespread,1,1,1.0,1
widdow,widow,widdow,0,0,0.0,1
wido,widow,with,0,0,0.0,1
with,width,with,0,0,0.0,1
wilf,wife,wilf,0,0,0.0,2
weg,wig,we,0,0,0.0,1
wile,wild,wile,0,0,0.0,1
ill,will,ill,0,0,0.0,1
well,will,well,0,0,0.0,1
wiil,will,will,1,1,1.0,1
wil,will,wil,0,0,0.0,1
with,will,with,0,0,0.0,2
wull,will,wull,0,0,0.0,1
welling,willing,welling,0,0,0.0,1
wiling,willing,willing,1,1,1.0,1
wilow,willow,will,0,1,0.5,1
wen,win,wen,0,0,0.0,1
wind,win,wind,0,0,0.0,1
wid,wind,wid,0,0,0.0,1
win,wind,win,0,0,0.0,1
windo,window,window,1,1,1.0,1
wondow,window,window,1,1,1.0,1
window_panes,windowpanes,windowpanes,1,1,1.0,1
window_sill,windowsill,windowsill,1,1,1.0,1
windous,windows,windows,1,1,1.0,1
winde,windy,winde,0,0,0.0,1
windey,windy,wind,0,1,0.5,1
wining,winning,mining,0,1,0.5,1
window,winter,window,0,0,0.0,3
witer,winter,with,0,1,0.25,1
wip,wipe,wip,0,0,0.0,1
wier,wire,with,0,0,0.0,1
wirer,wire,wirer,0,0,0.0,1
wirless,wireless,wireless,1,1,1.0,1
wize,wise,with,0,0,0.0,1
whish,wish,whish,0,0,0.0,1
wich,wish,with,0,1,0.25,1
wis,wish,wis,0,0,0.0,1
wich,wished,with,0,0,0.0,3
wisht,wished,wisht,0,0,0.0,2
weiches,wishes,riches,0,1,0.5,2
wes,wishes,wes,0,0,0.0,3
weshe,wishes,were,0,0,0.0,2
whes,wishes,the,0,0,0.0,2
whishen,wishes,wished,0,1,0.25,2
whishes,wishes,wishes,1,1,1.0,1
whishies,wishes,wishes,1,1,1.0,2
whishis,wishes,wishes,1,1,1.0,2
wiches,wishes,which,0,1,0.3333333333333333,1
wichis,wishes,which,0,1,0.3333333333333333,2
wis,wishes,wis,0,0,0.0,3
wisches,wishes,wishes,1,1,1.0,1
wish,wishes,wish,0,0,0.0,2
wishas,wishes,wish,0,1,0.5,1
wisher,wishes,wisher,0,0,0.0,1
wishies,wishes,wishes,1,1,1.0,1
wishings,wishes,wishing,0,0,0.0,3
wishis,wishes,wish,0,1,0.5,1
wishs,wishes,with,0,1,0.3333333333333333,1
wisrnt,wishes,wisent,0,0,0.0,3
wiss,wishes,wiss,0,0,0.0,2
wissen,wishes,wise,0,1,0.25,2
wist,wishes,wist,0,0,0.0,3
wisus,wishes,jesus,0,1,0.2,2
withis,wishes,with,0,1,0.2,2
wiws,wishes,with,0,0,0.0,3
wthis,wishes,this,0,0,0.0,3
wiching,wishing,wishing,1,1,1.0,1
which,witch,which,0,0,0.0,2
wich,witch,with,0,0,0.0,1
in,with,in,0,0,0.0,3
the,with,the,0,0,0.0,3
we,with,we,0,0,0.0,3
wef,with,we,0,0,0.0,3
wefe,with,were,0,0,0.0,3
went,with,went,0,0,0.0,3
weth,with,with,1,1,1.0,1
wethe,with,the,0,1,0.5,2
wh,with,wh,0,0,0.0,2
what,with,what,0,0,0.0,3
when,with,when,0,0,0.0,3
wheth,with,with,1,1,1.0,2
whin,with,whin,0,0,0.0,3
whit,with,whit,0,0,0.0,2
whith,with,with,1,1,1.0,1
wien,with,wien,0,0,0.0,2
wif,with,of,0,1,0.5,2
wihe,with,the,0,1,0.5,2
wiht,with,with,1,1,1.0,1
wihth,with,with,1,1,1.0,1
will,with,will,0,0,0.0,2
wint,with,wint,0,0,0.0,2
wirth,with,with,1,1,1.0,1
wis,with,wis,0,0,0.0,2
wit,with,wit,0,0,0.0,1
wite,with,wite,0,0,0.0,1
withe,with,withe,0,0,0.0,1
wive,with,wive,0,0,0.0,2
wivr,with,with,1,1,1.0,2
wiy,with,with,1,1,1.0,2
wthe,with,the,0,1,0.5,2
yethe,with,the,0,0,0.0,3
whither,wither,whither,0,0,0.0,1
withold,withhold,without,0,1,0.5,1
withing,within,within,1,1,1.0,1
finet,without,fine,0,0,0.0,5
wathout,without,without,1,1,1.0,1
weth_out,without,without,1,1,1.0,2
wethout,without,without,1,1,1.0,1
whit_out,without,without,1,1,1.0,2
whithout,without,without,1,1,1.0,1
with,without,with,0,0,0.0,3
with-out,without,without,1,1,1.0,1
with_aot,without,without,1,1,1.0,3
with_out,without,without,1,1,1.0,1
withe_out,without,without,1,1,1.0,2
wittness,witness,witness,1,1,1.0,1
wobberly,wobbly,wobbly,1,1,1.0,2
rock,woke,rock,0,0,0.0,3
wake,woke,wake,0,0,0.0,1
wark,woke,wark,0,0,0.0,3
weik,woke,we,0,0,0.0,3
whok,woke,who,0,0,0.0,2
wick,woke,wick,0,0,0.0,3
woc,woke,woc,0,0,0.0,2
wock,woke,work,0,0,0.0,2
wohy,woke,why,0,0,0.0,2
wok,woke,to,0,0,0.0,1
wonk,woke,on,0,0,0.0,2
wooc,woke,wood,0,0,0.0,2
work,woke,work,0,0,0.0,2
worke,woke,worke,0,0,0.0,1
women,woman,women,0,0,0.0,1
mimen,women,men,0,0,0.0,2
uing,women,in,0,0,0.0,5
wamam,women,woman,0,0,0.0,3
wame,women,wame,0,0,0.0,2
wamen,women,when,0,1,0.5,1
wanmen,women,women,1,1,1.0,2
warmt,women,warm,0,0,0.0,4
warting,women,waiting,0,0,0.0,5
wathes,women,father,0,0,0.0,4
wem,women,wem,0,0,0.0,3
weman,women,woman,0,0,0.0,2
wemem,women,were,0,1,0.3333333333333333,2
wemen,women,were,0,1,0.3333333333333333,1
wemime,women,regime,0,1,0.3333333333333333,4
wemin,women,when,0,1,0.2,2
wemm,women,we,0,0,0.0,3
wemn,women,we,0,0,0.0,2
wemon,women,when,0,0,0.0,2
wendmen,women,bondmen,0,0,0.0,3
wening,women,being,0,0,0.0,4
weomen,women,women,1,1,1.0,1
weomon,women,woman,0,1,0.25,2
weon,women,we,0,0,0.0,3
werm,women,were,0,0,0.0,4
wermen,women,were,0,1,0.5,2
wes,women,wes,0,0,0.0,3
whoim,women,whom,0,0,0.0,4
widin,women,within,0,0,0.0,3
wied,women,with,0,0,0.0,3
wiem,women,with,0,0,0.0,3
wim,women,wim,0,0,0.0,3
wiman,women,woman,0,1,0.25,2
wime,women,wime,0,0,0.0,2
wimen,women,when,0,1,0.5,1
wimien,women,women,1,1,1.0,2
wimin,women,within,0,1,0.3333333333333333,2
wiming,women,coming,0,0,0.0,3
wimm,women,with,0,0,0.0,3
wimme,women,time,0,0,0.0,3
wimmen,women,women,1,1,1.0,2
wimmin,women,within,0,1,0.25,3
wimmn,women,when,0,1,0.3333333333333333,2
wimn,women,in,0,0,0.0,2
wimon,women,simon,0,1,0.25,2
wine,women,wine,0,0,0.0,3
winin,women,within,0,0,0.0,3
winm,women,in,0,0,0.0,4
winman,women,woman,0,1,0.25,3
winmin,women,within,0,1,0.2,3
wmen,women,when,0,0,0.0,1
woedon,women,london,0,1,0.5,3
woemn,women,when,0,1,0.5,1
wohe,women,the,0,0,0.0,2
woine,women,one,0,0,0.0,2
woman,women,woman,0,0,0.0,1
wome,women,some,0,1,0.25,1
womem,women,women,1,1,1.0,1
womeod,women,women,1,1,1.0,2
womin,women,woman,0,1,0.5,1
womm,women,from,0,0,0.0,2
wommen,women,women,1,1,1.0,1
womon,women,woman,0,1,0.5,1
womow,women,woman,0,1,0.5,2
womse,women,some,0,0,0.0,2
wona,women,on,0,0,0.0,3
wonam,women,won,0,1,0.25,3
wonder,women,wonder,0,0,0.0,3
wone,women,wone,0,0,0.0,2
wonen,women,one,0,1,0.5,1
wones,women,one,0,0,0.0,2
wonnen,women,tonnes,0,1,0.5,2
wonon,women,won,0,1,0.2,2
wonwin,women,woman,0,1,0.5,3
worning,women,morning,0,0,0.0,4
wowd,women,would,0,0,0.0,3
wowen,women,when,0,1,0.5,1
wowman,women,woman,0,1,0.5,2
wowona,women,won,0,0,0.0,3
wumen,women,when,0,1,0.5,1
yahey,women,they,0,0,0.0,4
yanthr,women,another,0,0,0.0,6
one,won,one,0,0,0.0,2
wone,won,wone,0,0,0.0,1
aveney,wonder,agency,0,0,0.0,5
awonder,wonder,wonder,1,1,1.0,1
think,wonder,think,0,0,0.0,6
veary,wonder,very,0,0,0.0,6
wander,wonder,wander,0,0,0.0,1
waud,wonder,and,0,0,0.0,4
wed,wonder,wed,0,0,0.0,4
weder,wonder,were,0,0,0.0,2
what,wonder,what,0,0,0.0,5
wond,wonder,and,0,0,0.0,2
wonerd,wonder,word,0,1,0.3333333333333333,2
worder,wonder,worder,0,0,0.0,1
wore,wonder,wore,0,0,0.0,3
woud,wonder,would,0,0,0.0,3
wouda,wonder,would,0,0,0.0,3
wound,wonder,wound,0,0,0.0,3
wounder,wonder,wounder,0,0,0.0,1
wub,wonder,was,0,0,0.0,5
